"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_150_1","ConditionNorm_P_150_2","ConditionNorm_P_150_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P150_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_150_1_ConditionNorm_P_150_2_ConditionNorm_P_150_3","Ratio","Ratio_log2"
"204",206,319,319,319,"Q59EK9","RUNDC3A","RUN3A_HUMAN","cytosol [GO:0005829]; plasma membrane [GO:0005886]; GTPase regulator activity [GO:0030695]; guanylate cyclase activator activity [GO:0030250]; peptide hormone receptor binding [GO:0051428]; small GTPase mediated signal transduction [GO:0007264]",NA,"RUN domain-containing protein 3A (Rap2-interacting protein 8) (RPIP-8)","GO:0005829; GO:0005886; GO:0007264; GO:0030250; GO:0030695; GO:0051428",1e-07,1.10663303668247e-05,5.9564336588315e-06,0.0694805333426633,0.0909746212374803,0.0754595578613583,0.0786325298924921,0.0393219725342546,12.73808467649,0.00013980807740964,0.00373810701075696,-1.76119755218515,49747,2.42734827023486,6,1,0,5.9564336588315e-06,0.0754595578613583,12668.5802585035,13.6289672332481
"205",207,320,320,320,"P50607","TUB","TUB_HUMAN","cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; phosphatidylinositol binding [GO:0035091]; protein-containing complex binding [GO:0044877]; phagocytosis, recognition [GO:0006910]; photoreceptor cell maintenance [GO:0045494]; positive regulation of phagocytosis [GO:0050766]; protein localization to photoreceptor outer segment [GO:1903546]; receptor localization to non-motile cilium [GO:0097500]; response to hormone [GO:0009725]; retina development in camera-type eye [GO:0060041]; sensory perception of sound [GO:0007605]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Secreted {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Binds phospholipid and is anchored to the plasma membrane through binding phosphatidylinositol 4,5-bisphosphate. Is released upon activation of phospholipase C. Translocates from the plasma membrane to the nucleus upon activation of guanine nucleotide-binding protein G(q) subunit alpha. Does not have a cleavable signal peptide and is secreted by a non-conventional pathway (By similarity). {ECO:0000250}.","Tubby protein homolog","GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005929; GO:0006910; GO:0007605; GO:0009725; GO:0035091; GO:0044877; GO:0045494; GO:0050766; GO:0060041; GO:0097500; GO:1903546",0.362241787505368,0.334475070545505,0.298164761223638,0.572032676877433,0.60529772668655,0.587064173652439,0.25650431931397,0.459879366081822,12.7363796529768,0.00013988694068833,0.00373810701075696,-1.76188949520634,55651,2.42734827023486,3,0,0,0.334475070545505,0.587064173652439,1.75518065575105,0.811619530668115
"206",208,321,321,321,"Q86WA8","LONP2","LONP2_HUMAN","cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; enzyme binding [GO:0019899]; peptidase activity [GO:0008233]; protease binding [GO:0002020]; serine-type endopeptidase activity [GO:0004252]; signaling receptor binding [GO:0005102]; peroxisome organization [GO:0007031]; protein processing [GO:0016485]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; protein targeting to peroxisome [GO:0006625]; regulation of fatty acid beta-oxidation [GO:0031998]; response to organic cyclic compound [GO:0014070]","SUBCELLULAR LOCATION: Peroxisome matrix {ECO:0000255|HAMAP-Rule:MF_03121, ECO:0000269|PubMed:14561759, ECO:0000269|PubMed:18281296, ECO:0000269|PubMed:22002062}.","Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease) (pLon)","GO:0002020; GO:0004176; GO:0004252; GO:0005102; GO:0005524; GO:0005634; GO:0005777; GO:0005782; GO:0005829; GO:0006515; GO:0006625; GO:0007031; GO:0008233; GO:0014070; GO:0016020; GO:0016485; GO:0019899; GO:0031998",1e-07,1e-07,1e-07,0.0362817150145067,0.0314149025062198,0.0417061152836687,0.0364674776014651,0.0182338388007325,12.7300753118342,0.00014017901290338,0.00373810701075696,-1.76444872443515,94617,2.42734827023486,11,3,0,1e-07,0.0362817150145067,362817.150145067,18.4688831272284
"207",209,322,322,322,"Q9UBU9","NXF1","NXF1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear inclusion body [GO:0042405]; nuclear pore [GO:0005643]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; mRNA export from nucleus [GO:0006406]; poly(A)+ mRNA export from nucleus [GO:0016973]; RNA export from nucleus [GO:0006405]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10924507, ECO:0000269|PubMed:19864460, ECO:0000269|PubMed:25662211}. Nucleus, nucleoplasm {ECO:0000269|PubMed:19324961, ECO:0000269|PubMed:23826332}. Nucleus speckle {ECO:0000269|PubMed:19324961, ECO:0000269|PubMed:23826332}. Cytoplasm {ECO:0000269|PubMed:10924507, ECO:0000269|PubMed:19324961, ECO:0000269|PubMed:19864460}. Note=Localized predominantly in the nucleoplasm and at both the nucleoplasmic and cytoplasmic faces of the nuclear pore complex. Shuttles between the nucleus and the cytoplasm. Travels to the cytoplasm as part of the exon junction complex (EJC) bound to mRNA. The association with the TREX complex seems to occur in regions surrounding nuclear speckles known as perispeckles (PubMed:23826332). Nucleus; nuclear rim (PubMed:25662211). {ECO:0000269|PubMed:23826332, ECO:0000269|PubMed:25662211}.","Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)","GO:0003723; GO:0003729; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006405; GO:0006406; GO:0016032; GO:0016607; GO:0016973; GO:0042405",0.00011880515390093,6.26954894243217e-05,0.00122795229678538,0.0340813535437573,0.0381349906199239,0.0288621185855142,0.0332230032696949,0.017081319281551,12.7170729412028,0.00014078376323251,0.00374257457537361,-1.76973079734419,70182,2.42682953705022,9,0,0,0.00011880515390093,0.0340813535437573,286.867635154762,8.16424140000193
"208",210,323,323,323,"Q5SQI0","ATAT1","ATAT_HUMAN","axon [GO:0030424]; clathrin-coated pit [GO:0005905]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; microtubule bundle [GO:0097427]; mitotic spindle [GO:0072686]; coenzyme binding [GO:0050662]; lysine N-acetyltransferase activity, acting on acetyl phosphate as donor [GO:0004468]; tubulin N-acetyltransferase activity [GO:0019799]; alpha-tubulin acetylation [GO:0071929]; cilium assembly [GO:0060271]; dentate gyrus development [GO:0021542]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; regulation of fat cell differentiation [GO:0045598]; regulation of microtubule cytoskeleton organization [GO:0070507]; spermatogenesis [GO:0007283]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03130, ECO:0000269|PubMed:24097348}. Membrane, clathrin-coated pit {ECO:0000255|HAMAP-Rule:MF_03130, ECO:0000269|PubMed:24097348}. Cell junction, focal adhesion {ECO:0000255|HAMAP-Rule:MF_03130, ECO:0000269|PubMed:24097348}. Cell projection, axon {ECO:0000255|HAMAP-Rule:MF_03130}. Cytoplasm, cytoskeleton {ECO:0000255|HAMAP-Rule:MF_03130}. Cytoplasm, cytoskeleton, spindle {ECO:0000255|HAMAP-Rule:MF_03130}.","Alpha-tubulin N-acetyltransferase 1 (Alpha-TAT) (Alpha-TAT1) (TAT) (EC 2.3.1.108) (Acetyltransferase mec-17 homolog)","GO:0004468; GO:0005794; GO:0005829; GO:0005874; GO:0005905; GO:0005925; GO:0007283; GO:0019799; GO:0021542; GO:0030424; GO:0045598; GO:0050662; GO:0060271; GO:0070507; GO:0071929; GO:0072686; GO:0097427; GO:1900227",0.00046560972436798,1e-07,1e-07,0.00800251355516947,0.010490458758993,0.00906847942091208,0.00903188067023552,0.00467121024324042,12.7031179877388,0.00014143638470338,0.00374828313641168,-1.77540554712887,46810,2.42616761097079,15,2,0,1e-07,0.00906847942091208,90684.7942091208,16.4685730432229
"209",211,324,324,324,"P52701","MSH6","MSH6_HUMAN","cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; MutSalpha complex [GO:0032301]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; DNA-dependent ATPase activity [GO:0008094]; guanine/thymine mispair binding [GO:0032137]; methylated histone binding [GO:0035064]; mismatched DNA binding [GO:0030983]; determination of adult lifespan [GO:0008340]; DNA repair [GO:0006281]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; isotype switching [GO:0045190]; meiotic mismatch repair [GO:0000710]; mismatch repair [GO:0006298]; negative regulation of DNA recombination [GO:0045910]; positive regulation of helicase activity [GO:0051096]; positive regulation of isotype switching [GO:0045830]; response to UV [GO:0009411]; somatic hypermutation of immunoglobulin genes [GO:0016446]; somatic recombination of immunoglobulin gene segments [GO:0016447]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23622243}. Chromosome {ECO:0000269|PubMed:23622243}. Note=Associates with H3K36me3 via its PWWP domain.","DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)","GO:0000710; GO:0000790; GO:0003682; GO:0003684; GO:0005524; GO:0005654; GO:0005794; GO:0005829; GO:0006281; GO:0006298; GO:0008094; GO:0008340; GO:0008630; GO:0009411; GO:0016032; GO:0016446; GO:0016447; GO:0030983; GO:0032137; GO:0032301; GO:0035064; GO:0043231; GO:0045190; GO:0045830; GO:0045910; GO:0051096; GO:0097193",8.40693825263492e-06,1e-07,2.61359850748093e-07,0.00057275508764995,0.00051259043295311,0.00063979001353842,0.0005721224120127,0.00028898397204081,12.6766077609659,0.00014268642564435,0.00376974013430773,-1.78620216722978,152786,2.42368858669766,30,1,0,2.61359850748093e-07,0.00057275508764995,2191.44251119882,11.097665117348
"210",212,325,325,325,"Q6NTF9","RHBDD2","RHBD2_HUMAN","Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; serine-type endopeptidase activity [GO:0004252]","SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.","Rhomboid domain-containing protein 2","GO:0000139; GO:0004252; GO:0005634; GO:0005654; GO:0005794; GO:0016021; GO:0048471",1e-07,0.00139809664947493,1e-07,0.00888366009602303,0.010856534855678,0.00933589974424329,0.00922593268215646,0.00507906522423654,12.634820513864,0.00014468447499519,0.00381076647987335,-1.803264074957,39202,2.4189876635631,5,2,0,1e-07,0.00933589974424329,93358.9974424329,16.5105014479576
"211",213,326,326,326,"O15260","SURF4","SURF4_HUMAN","azurophil granule membrane [GO:0035577]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transport vesicle [GO:0030133]; Golgi organization [GO:0007030]; neutrophil degranulation [GO:0043312]; positive regulation of organelle organization [GO:0010638]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15308636, ECO:0000269|PubMed:18287528}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:18287528}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:18287528}; Multi-pass membrane protein {ECO:0000255}. Note=Cycles between the endoplasmic reticulum and the Golgi. {ECO:0000269|PubMed:18287528}.","Surfeit locus protein 4","GO:0000139; GO:0005789; GO:0005793; GO:0005886; GO:0006890; GO:0007030; GO:0010638; GO:0016021; GO:0030133; GO:0033116; GO:0035577; GO:0043312",7.31357468394752e-05,1e-07,3.28796403900741e-06,0.011658763346846,0.013283929835864,0.00997245267520735,0.011612874049013,0.00583194492813264,12.5946098505945,0.0001466396464523,0.00385041525653898,-1.81973281338038,30394,2.41449243051791,4,1,0,3.28796403900741e-06,0.011658763346846,3545.89138096705,11.7919326284169
"212",214,328,328,328,"P34931","HSPA1L","HS71L_HUMAN","blood microparticle [GO:0072562]; cell body [GO:0044297]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; zona pellucida receptor complex [GO:0002199]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; binding of sperm to zona pellucida [GO:0007339]; positive regulation of protein targeting to mitochondrion [GO:1903955]; protein refolding [GO:0042026]; regulation of cellular response to heat [GO:1900034]; response to unfolded protein [GO:0006986]",NA,"Heat shock 70 kDa protein 1-like (Heat shock 70 kDa protein 1L) (Heat shock 70 kDa protein 1-Hom) (HSP70-Hom)","GO:0002199; GO:0005524; GO:0005654; GO:0005829; GO:0006986; GO:0007339; GO:0031072; GO:0031625; GO:0042026; GO:0044297; GO:0051082; GO:0072562; GO:1900034; GO:1903955",6.83530104616538e-05,4.18128027470441e-06,3.18862439822592e-06,0.0234744220321556,0.0308141291520559,0.0299804397420727,0.0280644226703832,0.0140574523069031,12.5494361908546,0.00014887495063784,0.00388155678385916,-1.83829371258789,70375,2.4109940560969,6,0,0,4.18128027470441e-06,0.0299804397420727,7170.15788763219,12.8077891722359
"213",215,329,329,329,"Q5VTB9","RNF220","RN220_HUMAN","cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q6PDX6}.","E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)","GO:0004842; GO:0005737; GO:0016567; GO:0046872; GO:0051865; GO:0061630; GO:0090263",0.0110311165871091,0.000555545860693,0.00068563502041328,0.05897698576884,0.0551867544544897,0.0656161798814492,0.0558358742121878,0.0320087029288324,12.5432160713981,0.0001491860025572,0.00388155678385916,-1.84085438189521,62765,2.4109940560969,8,0,0,0.00068563502041328,0.05897698576884,86.018047522267,6.42656747957714
"214",216,330,330,330,"O60858","TRIM13","TRI13_HUMAN","cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum quality control compartment [GO:0044322]; integral component of membrane [GO:0016021]; perinuclear endoplasmic reticulum [GO:0097038]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; anatomical structure morphogenesis [GO:0009653]; endoplasmic reticulum mannose trimming [GO:1904380]; innate immune response [GO:0045087]; negative regulation of viral release from host cell [GO:1902187]; negative regulation of viral transcription [GO:0032897]; positive regulation of cell death [GO:0010942]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of macroautophagy [GO:0016239]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; response to gamma radiation [GO:0010332]; ubiquitin-dependent ERAD pathway [GO:0030433]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17314412, ECO:0000269|PubMed:21333377, ECO:0000269|PubMed:22178386, ECO:0000269|PubMed:25152375}; Single-pass membrane protein {ECO:0000269|PubMed:17314412, ECO:0000269|PubMed:21333377, ECO:0000269|PubMed:22178386}. Note=Concentrates and colocalizes with p62/SQSTM1 and ZFYVE1 at the perinuclear endoplasmic reticulum.","E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (B-cell chronic lymphocytic leukemia tumor suppressor Leu5) (Leukemia-associated protein 5) (Putative tumor suppressor RFP2) (RING finger protein 77) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13)","GO:0004842; GO:0005737; GO:0005789; GO:0008270; GO:0009653; GO:0010332; GO:0010942; GO:0016021; GO:0016239; GO:0030433; GO:0032897; GO:0043123; GO:0043161; GO:0044322; GO:0045087; GO:0051092; GO:0051865; GO:0097038; GO:1902187; GO:1904380",0.00509161676841479,0.0026189212917205,0.0163290439395841,0.162103688137246,0.140266474333931,0.181910403963436,0.153413661478298,0.0847200247390555,12.4900245416037,0.00015187880224,0.00393964408234681,-1.86280124376811,46988,2.40454301169088,8,0,0,0.00509161676841479,0.162103688137246,31.8373702323466,4.99264926904034
"215",217,331,331,331,"Q92558","WASF1","WASF1_HUMAN","actin cytoskeleton [GO:0015629]; cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; mitochondrial outer membrane [GO:0005741]; protein-containing complex [GO:0032991]; SCAR complex [GO:0031209]; synapse [GO:0045202]; actin binding [GO:0003779]; protein kinase A binding [GO:0051018]; protein-containing complex binding [GO:0044877]; actin filament polymerization [GO:0030041]; cellular response to brain-derived neurotrophic factor stimulus [GO:1990416]; dendrite extension [GO:0097484]; lamellipodium morphogenesis [GO:0072673]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]; positive regulation of neurotrophin TRK receptor signaling pathway [GO:0051388]; protein-containing complex assembly [GO:0065003]; Rac protein signal transduction [GO:0016601]; receptor-mediated endocytosis [GO:0006898]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9889097}. Cell junction, synapse {ECO:0000250|UniProtKB:Q5BJU7}. Cell junction, focal adhesion {ECO:0000269|PubMed:18559503}. Note=Dot-like pattern in the cytoplasm. Concentrated in Rac-regulated membrane-ruffling areas (PubMed:9889097). Partial translocation to focal adhesion sites might be mediated by interaction with SORBS2 (PubMed:18559503). In neurons, colocalizes with activated NTRK2 after BDNF addition in endocytic sites through the association with TMEM108 (By similarity). {ECO:0000250|UniProtKB:Q8R5H6, ECO:0000269|PubMed:18559503, ECO:0000269|PubMed:9889097}.","Wiskott-Aldrich syndrome protein family member 1 (WASP family protein member 1) (Protein WAVE-1) (Verprolin homology domain-containing protein 1)","GO:0003779; GO:0005741; GO:0005856; GO:0005925; GO:0006898; GO:0015629; GO:0016601; GO:0030027; GO:0030041; GO:0031209; GO:0032991; GO:0044877; GO:0045202; GO:0051018; GO:0051388; GO:0065003; GO:0072673; GO:0097484; GO:1990416; GO:2000601",0.00020082065048651,0.00010354759721506,0.00028274572292575,0.0501757652752317,0.0384544297945521,0.0496340625163014,0.0458923812051526,0.0231418952594521,12.4639462792777,0.00015322078064013,0.00396244677425857,-1.8735934878669,61652,2.40203655841484,13,0,0,0.00020082065048651,0.0496340625163014,247.156168432168,7.94927910295056
"216",218,332,332,332,"O75376","NCOR1","NCOR1_HUMAN","cytosol [GO:0005829]; membrane [GO:0016020]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle microtubule [GO:0005876]; transcriptional repressor complex [GO:0017053]; histone deacetylase binding [GO:0042826]; ligand-dependent nuclear receptor binding [GO:0016922]; nuclear hormone receptor binding [GO:0035257]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; thyroid hormone receptor binding [GO:0046966]; transcription corepressor activity [GO:0003714]; transcription regulatory region DNA binding [GO:0044212]; chromatin organization [GO:0006325]; circadian rhythm [GO:0007623]; negative regulation of JNK cascade [GO:0046329]; negative regulation of production of miRNAs involved in gene silencing by miRNA [GO:1903799]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of fatty acid transport [GO:2000191]; regulation of glycolytic process by negative regulation of transcription from RNA polymerase II promoter [GO:0072362]; regulation of lipid metabolic process [GO:0019216]; regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter [GO:0072368]; spindle assembly [GO:0051225]; transcription by RNA polymerase II [GO:0006366]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00624}.","Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)","GO:0000122; GO:0000790; GO:0000981; GO:0001102; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0005876; GO:0006325; GO:0006366; GO:0007623; GO:0016020; GO:0016922; GO:0017053; GO:0019216; GO:0035257; GO:0042826; GO:0044212; GO:0046329; GO:0046966; GO:0051225; GO:0072362; GO:0072368; GO:1903799; GO:2000191",0.054698829286835,0.0336725595595308,0.0607374128553977,0.179272169634003,0.199235366758646,0.174191365621022,0.134530033437302,0.116967950619239,12.450371145852,0.00015392510939302,0.00396867149519365,-1.87921988779667,270210,2.40135484811454,19,0,0,0.054698829286835,0.179272169634003,3.27744070524651,1.71256967975424
"217",220,334,334,334,"P26196","DDX6","DDX6_HUMAN","cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; heterochromatin [GO:0000792]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; outer dense fiber [GO:0001520]; P granule [GO:0043186]; P-body [GO:0000932]; RISC complex [GO:0016442]; sperm annulus [GO:0097227]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; cadherin binding [GO:0045296]; helicase activity [GO:0004386]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; cytoplasmic mRNA processing body assembly [GO:0033962]; exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay [GO:0043928]; negative regulation of neuron differentiation [GO:0045665]; regulation of translation [GO:0006417]; RNA secondary structure unwinding [GO:0010501]; spermatogenesis [GO:0007283]; stem cell population maintenance [GO:0019827]; viral RNA genome packaging [GO:0019074]","SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:16364915, ECO:0000269|PubMed:16699599, ECO:0000269|PubMed:20616046, ECO:0000269|PubMed:22915799, ECO:0000269|PubMed:26184334}. Cytoplasm {ECO:0000269|PubMed:26184334}. Nucleus {ECO:0000269|PubMed:26184334}. Note=Upon cellular stress, relocalizes to stress granules (PubMed:26184334). {ECO:0000269|PubMed:26184334}.","Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)","GO:0000792; GO:0000932; GO:0001520; GO:0003723; GO:0003724; GO:0004004; GO:0004386; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0006417; GO:0007283; GO:0010494; GO:0010501; GO:0016020; GO:0016442; GO:0019074; GO:0019827; GO:0019904; GO:0033962; GO:0036464; GO:0043186; GO:0043928; GO:0045296; GO:0045665; GO:0097227",7.28660780672823e-05,3.40215571124832e-05,8.02844051252515e-05,0.0217899926533641,0.0178002437708438,0.0238107978367883,0.0210712874068971,0.0105980343835502,12.3793302290971,0.00015767644444201,0.00404104899528031,-1.90875873863536,54417,2.39350588396693,28,0,0,7.28660780672823e-05,0.0217899926533641,299.041656026058,8.22420265331623
"218",221,335,335,335,"P18669","PGAM1","PGAM1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity [GO:0046538]; bisphosphoglycerate mutase activity [GO:0004082]; hydrolase activity [GO:0016787]; phosphoglycerate mutase activity [GO:0004619]; protein kinase binding [GO:0019901]; canonical glycolysis [GO:0061621]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; neutrophil degranulation [GO:0043312]; regulation of glycolytic process [GO:0006110]; regulation of pentose-phosphate shunt [GO:0043456]; respiratory burst [GO:0045730]",NA,"Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)","GO:0004082; GO:0004619; GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0006094; GO:0006096; GO:0006110; GO:0016020; GO:0016787; GO:0019901; GO:0034774; GO:0043209; GO:0043312; GO:0043456; GO:0045730; GO:0046538; GO:0061621; GO:0070062; GO:1904813",0.00098647459235748,0.00127602103867613,0.00112344590059572,0.00264263368549854,0.00258522745906524,0.00290873740977652,0.00158355234090365,0.00192042334766161,12.3293270415737,0.00016038426817826,0.00409207418920658,-1.92964635111695,28804,2.38805650113999,5,0,0,0.00112344590059572,0.00264263368549854,2.35225717953775,1.23404580309944
"219",222,336,336,336,"Q96CU9","FOXRED1","FXRD1_HUMAN","integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]; mitochondrial respiratory chain complex I assembly [GO:0032981]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:20858599, ECO:0000305|PubMed:25678554}; Single-pass membrane protein {ECO:0000255}. Note=According to a report, it is associated with the matrix face of the mitochondrial inner membrane and does not contain any transmembrane region. However, one transmembrane domain is clearly predicted by different methods (Probable). {ECO:0000305|PubMed:25678554}.","FAD-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-)","GO:0005739; GO:0005743; GO:0005747; GO:0016021; GO:0016491; GO:0032981",6.19580423820067e-06,6.24806463743084e-06,6.45593495150445e-06,0.0170101661930783,0.0150448683180609,0.0200729586469129,0.0173696977847417,0.00869114882697988,12.317078717805,0.0001610562294442,0.00409207418920658,-1.93477499623164,53812,2.38805650113999,6,0,0,6.24806463743084e-06,0.0170101661930783,2722.46962542192,11.4107002375537
