,X.2,X.1,...1,X,PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_50_1,ConditionNorm_P_50_2,ConditionNorm_P_50_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P50_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_50_1_ConditionNorm_P_50_2_ConditionNorm_P_50_3,Ratio,Ratio_log2
108,112,171,171,171,Q9Y315,DERA,DEOC_HUMAN,cytosol [GO:0005829]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; nucleus [GO:0005634]; secretory granule lumen [GO:0034774]; deoxyribose-phosphate aldolase activity [GO:0004139]; carbohydrate catabolic process [GO:0016052]; deoxyribonucleoside catabolic process [GO:0046121]; deoxyribonucleotide catabolic process [GO:0009264]; deoxyribose phosphate catabolic process [GO:0046386]; neutrophil degranulation [GO:0043312]; pentose-phosphate shunt [GO:0006098],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25229427}. Cytoplasmic granule {ECO:0000269|PubMed:25229427}. Nucleus {ECO:0000269|PubMed:25229427}. Note=Recruited to stress granules but not to processing bodies upon arsenite or clotrimazole treatment or energy deprivation. {ECO:0000269|PubMed:25229427}.,Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase),GO:0004139; GO:0005576; GO:0005634; GO:0005829; GO:0006098; GO:0009264; GO:0016052; GO:0034774; GO:0043312; GO:0046121; GO:0046386; GO:1904813,0.00095142928783335,1E-07,1E-07,0.00750554753369428,0.00920212728110235,0.0081453736088682,0.0081453736088682,-6.9398034114116300,0.00796713971194382,0.00430077961858303,14.0437721733411,9.43024205206452E-05,0.00468781022236785,-1.7667208289517,35231,2.32902997827126,10,2,0,1E-07,0.0081453736088682,81453.736088682,16.3136932527999
109,113,173,173,173,O96005,CLPTM1,CLPT1_HUMAN,external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; cell differentiation [GO:0030154]; multicellular organism development [GO:0007275]; regulation of T cell differentiation in thymus [GO:0033081],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,Cleft lip and palate transmembrane protein 1,GO:0005887; GO:0007275; GO:0009897; GO:0016020; GO:0030154; GO:0033081,0.00044639830858009,0.00023164279022412,0.00025670328116627,0.0106475723860951,0.0114938065050205,0.0135198226156534,0.0114938065050205,-6.4429995226470300,0.0115754857089328,0.00609932431445659,14.0282966751792,9.47419589333689E-05,0.00468781022236785,-1.77243389147254,76097,2.32902997827126,7,0,0,0.00025670328116627,0.0114938065050205,44.7746770232197,5.48461112042792
110,114,174,174,174,Q92945,KHSRP,FUBP2_HUMAN,"cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; RNA binding [GO:0003723]; 3'-UTR-mediated mRNA destabilization [GO:0061158]; cellular response to cytokine stimulus [GO:0071345]; miRNA metabolic process [GO:0010586]; mRNA catabolic process [GO:0006402]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; negative regulation of low-density lipoprotein particle clearance [GO:0010989]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; positive regulation of mRNA catabolic process [GO:0061014]; regulation of miRNA metabolic process [GO:2000628]; regulation of mRNA stability [GO:0043488]; regulation of transcription, DNA-templated [GO:0006355]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; transcription, DNA-templated [GO:0006351]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19198587}. Cytoplasm {ECO:0000269|PubMed:19198587}. Note=A small proportion is also found in the cytoplasm of neuronal cell bodies and dendrites. {ECO:0000250}.,Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75),GO:0000375; GO:0003677; GO:0003723; GO:0005654; GO:0005829; GO:0006351; GO:0006355; GO:0006397; GO:0006402; GO:0008380; GO:0010494; GO:0010586; GO:0010989; GO:0016020; GO:0035925; GO:0043488; GO:0045019; GO:0051028; GO:0061014; GO:0061158; GO:0071345; GO:2000628,2.80646522476799E-05,6.0386979280118E-05,0.00044731089266739,0.0203782846205133,0.0233864042031236,0.0263146498049579,0.0233864042031236,-5.4181861338610500,0.0231811920347999,0.011769183525465,13.9723946205698,9.63508158695346E-05,0.00473891585185536,-1.79312153376736,73115,2.32432100292738,13,0,0,6.0386979280118E-05,0.0233864042031236,387.275609442902,8.59721683329482
111,115,175,175,175,Q8IUH5,ZDHHC17,ZDH17_HUMAN,aggresome [GO:0016235]; cell junction [GO:0030054]; cytoplasmic vesicle membrane [GO:0030659]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi-associated vesicle membrane [GO:0030660]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; presynaptic membrane [GO:0042734]; identical protein binding [GO:0042802]; magnesium ion transmembrane transporter activity [GO:0015095]; palmitoyltransferase activity [GO:0016409]; protein-cysteine S-palmitoyltransferase activity [GO:0019706]; lipoprotein transport [GO:0042953]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; protein palmitoylation [GO:0018345],"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:15603740, ECO:0000269|PubMed:18794299}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:18794299}; Multi-pass membrane protein {ECO:0000255}. Cell junction, synapse, presynaptic cell membrane {ECO:0000269|PubMed:18032660}; Multi-pass membrane protein {ECO:0000255}. Note=Low extracellular Mg(2+) induces increase in Golgi and in post-Golgi membrane vesicles. {ECO:0000269|PubMed:18794299}.",Palmitoyltransferase ZDHHC17 (EC 2.3.1.225) (Huntingtin yeast partner H) (Huntingtin-interacting protein 14) (HIP-14) (Huntingtin-interacting protein 3) (HIP-3) (Huntingtin-interacting protein H) (Putative MAPK-activating protein PM11) (Putative NF-kappa-B-activating protein 205) (Zinc finger DHHC domain-containing protein 17) (DHHC-17),GO:0000139; GO:0005794; GO:0015095; GO:0016021; GO:0016235; GO:0016409; GO:0018345; GO:0019706; GO:0030054; GO:0030659; GO:0030660; GO:0042734; GO:0042802; GO:0042953; GO:0043123; GO:0043231,1E-07,1E-07,0.0100241450239323,0.0603377256669506,0.0679563213176299,0.0587781721156013,0.0603377256669506,-4.0507958723230900,0.0590159580254165,0.032849427354019,13.9541877866364,9.68820413638655E-05,0.00473891585185536,-1.79987643058247,72640,2.32432100292738,3,2,0,1E-07,0.0603377256669506,603377.256669506,19.2027007918884
112,116,176,176,176,O94898,LRIG2,LRIG2_HUMAN,cytoplasm [GO:0005737]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; intracellular vesicle [GO:0097708]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; signaling receptor binding [GO:0005102]; innervation [GO:0060384]; negative regulation of axon regeneration [GO:0048681]; negative regulation of membrane protein ectodomain proteolysis [GO:0051045]; positive regulation of protein localization to cell surface [GO:2000010]; regulation of neuron migration [GO:2001222]; regulation of platelet-derived growth factor receptor signaling pathway [GO:0010640]; sensory perception of sound [GO:0007605],SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15145052}; Single-pass type I membrane protein {ECO:0000269|PubMed:15145052}. Cytoplasm {ECO:0000269|PubMed:15145052}.,Leucine-rich repeats and immunoglobulin-like domains protein 2 (LIG-2),GO:0005102; GO:0005737; GO:0005886; GO:0007605; GO:0010640; GO:0016021; GO:0030426; GO:0043025; GO:0048681; GO:0051045; GO:0060384; GO:0097708; GO:2000010; GO:2001222,1E-07,1E-07,1E-07,0.0622307576192189,0.0493711548584221,0.0510015973106939,0.0510015973106939,-4.2933137584527400,0.054201069929445,0.0271006349647225,13.8935673142218,9.86769115248915E-05,0.0047992861514379,-1.82242810254093,118965,2.31882335502996,12,3,0,1E-07,0.0510015973106939,510015.973106939,18.9601829057588
113,117,177,177,177,Q9UDT6,CLIP2,CLIP2_HUMAN,cytoplasmic microtubule [GO:0005881]; microtubule associated complex [GO:0005875]; microtubule plus-end [GO:0035371]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O55156}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9Z0H8}. Note=Localizes preferentially to the ends of tyrosinated microtubules. {ECO:0000250|UniProtKB:Q9Z0H8}.",CAP-Gly domain-containing linker protein 2 (Cytoplasmic linker protein 115) (CLIP-115) (Cytoplasmic linker protein 2) (Williams-Beuren syndrome chromosomal region 3 protein) (Williams-Beuren syndrome chromosomal region 4 protein),GO:0005875; GO:0005881; GO:0008017; GO:0035371; GO:0051010,4.63425307709555E-05,7.552596231712E-05,6.63201770509543E-05,0.00033570179885525,0.00034656854995511,0.00032357119457232,0.00033570179885525,-11.54053211182410000,0.00027255095774789,0.00019900503558695,13.8371399104149,0.0001003844754707,0.00485475203406361,-1.84350463287406,115837,2.31383294762788,36,0,0,6.63201770509543E-05,0.00033570179885525,5.06183508221529,2.33966050429846
114,118,178,178,178,P35716,SOX11,SOX11_HUMAN,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding transcription factor activity [GO:0003700]; enhancer sequence-specific DNA binding [GO:0001158]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription coactivator activity [GO:0001105]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0001077]; translation factor activity, RNA binding [GO:0008135]; cardiac ventricle formation [GO:0003211]; closure of optic fissure [GO:0061386]; cornea development in camera-type eye [GO:0061303]; embryonic digestive tract morphogenesis [GO:0048557]; embryonic skeletal system morphogenesis [GO:0048704]; eyelid development in camera-type eye [GO:0061029]; glial cell development [GO:0021782]; glial cell proliferation [GO:0014009]; hard palate development [GO:0060022]; kidney development [GO:0001822]; lens morphogenesis in camera-type eye [GO:0002089]; limb bud formation [GO:0060174]; lung morphogenesis [GO:0060425]; negative regulation of cell death [GO:0060548]; negative regulation of gene expression [GO:0010629]; negative regulation of glial cell proliferation [GO:0060253]; negative regulation of lymphocyte proliferation [GO:0050672]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; neural crest cell development [GO:0014032]; neural tube formation [GO:0001841]; neuroepithelial cell differentiation [GO:0060563]; neuron differentiation [GO:0030182]; noradrenergic neuron differentiation [GO:0003357]; oligodendrocyte development [GO:0014003]; outflow tract morphogenesis [GO:0003151]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of cell proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of hippo signaling [GO:0035332]; positive regulation of hormone secretion [GO:0046887]; positive regulation of lens epithelial cell proliferation [GO:2001111]; positive regulation of neurogenesis [GO:0050769]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of ossification [GO:0045778]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; signal transduction involved in cell cycle checkpoint [GO:0072395]; skeletal muscle cell differentiation [GO:0035914]; skeletal system development [GO:0001501]; soft palate development [GO:0060023]; somite development [GO:0061053]; spinal cord development [GO:0021510]; sympathetic nervous system development [GO:0048485]; ventricular septum morphogenesis [GO:0060412]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267, ECO:0000269|PubMed:24886874}.",Transcription factor SOX-11,GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0001077; GO:0001105; GO:0001158; GO:0001501; GO:0001822; GO:0001841; GO:0002089; GO:0003151; GO:0003211; GO:0003357; GO:0003700; GO:0005634; GO:0005737; GO:0008135; GO:0008284; GO:0010628; GO:0010629; GO:0014003; GO:0014009; GO:0014032; GO:0017015; GO:0021510; GO:0021782; GO:0030182; GO:0030513; GO:0035332; GO:0035914; GO:0045666; GO:0045669; GO:0045778; GO:0045893; GO:0045944; GO:0046887; GO:0048485; GO:0048557; GO:0048704; GO:0050672; GO:0050769; GO:0060022; GO:0060023; GO:0060174; GO:0060253; GO:0060412; GO:0060425; GO:0060548; GO:0060563; GO:0061029; GO:0061053; GO:0061303; GO:0061386; GO:0072395; GO:2000648; GO:2000678; GO:2001111,0.0180673475878318,0.0251279470539765,0.0386938210718024,0.165682311576004,0.197341308390667,0.195623493836295,0.195623493836295,-2.353848450539350,0.158919332696452,0.106756038252763,13.8051263443668,0.00010136939074235,0.00487008701544413,-1.85549877724566,46679,2.3124632790339,3,0,0,0.0251279470539765,0.195623493836295,7.78509654672874,2.96071493097073
115,119,181,181,181,Q9Y3C6,PPIL1,PPIL1_HUMAN,"catalytic step 2 spliceosome [GO:0071013]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]; cyclosporin A binding [GO:0016018]; disordered domain specific binding [GO:0097718]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; mRNA splicing, via spliceosome [GO:0000398]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11991638, ECO:0000269|PubMed:28076346, ECO:0000269|PubMed:28502770}.",Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase PPIL1),GO:0000398; GO:0000413; GO:0003755; GO:0005634; GO:0005654; GO:0006457; GO:0016018; GO:0071007; GO:0071013; GO:0097718,2.26433162697624E-05,1.94523898647999E-05,3.32280383156579E-05,0.00618059981392255,0.00496936957519748,0.00640208063270249,0.00618059981392255,-7.33803742928647000,0.00582557542579077,0.00293789562771212,13.5458488379582,0.00010979986199284,0.00518931574685859,-1.95363018232626,18237,2.28488990360716,7,0,0,2.26433162697624E-05,0.00618059981392255,272.95470947319,8.09251777887225
116,120,182,182,182,O75746,SLC25A12,CMC1_HUMAN,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; acidic amino acid transmembrane transporter activity [GO:0015172]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; aspartate transmembrane transport [GO:0015810]; gluconeogenesis [GO:0006094]; L-glutamate transmembrane transport [GO:0015813]; malate-aspartate shuttle [GO:0043490]; response to calcium ion [GO:0051592],SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:9722566}; Multi-pass membrane protein {ECO:0000269|PubMed:9722566}.,Calcium-binding mitochondrial carrier protein Aralar1 (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12),GO:0005313; GO:0005509; GO:0005739; GO:0005743; GO:0006094; GO:0015172; GO:0015183; GO:0015810; GO:0015813; GO:0016021; GO:0042802; GO:0043209; GO:0043490; GO:0051592,0.0021014461967166,1E-07,3.18373515043283E-05,0.0154417991288671,0.0140494916816974,0.0128309305163952,0.0140494916816974,-6.1533382558808800,0.0133962792595796,0.00740926747919677,13.5302628729566,0.00011033358246825,0.00518931574685859,-1.95958616069568,74762,2.28488990360716,13,1,0,3.18373515043283E-05,0.0140494916816974,441.289586534463,8.7855818930543
117,121,183,183,183,Q86XL3,ANKLE2,ANKL2_HUMAN,endoplasmic reticulum membrane [GO:0005789]; integral component of endoplasmic reticulum membrane [GO:0030176]; membrane [GO:0016020]; protein phosphatase 2A binding [GO:0051721]; protein phosphatase regulator activity [GO:0019888]; cell division [GO:0051301]; central nervous system development [GO:0007417]; mitotic nuclear envelope reassembly [GO:0007084]; negative regulation of apoptotic process [GO:0043066]; negative regulation of phosphorylation [GO:0042326]; positive regulation of protein dephosphorylation [GO:0035307]; regulation of catalytic activity [GO:0050790],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22770216}; Single-pass type III membrane protein {ECO:0000269|PubMed:22770216}.,Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4),GO:0005789; GO:0007084; GO:0007417; GO:0016020; GO:0019888; GO:0030176; GO:0035307; GO:0042326; GO:0043066; GO:0050790; GO:0051301; GO:0051721,6.07381274533E-05,0.0001481883960257,9.20485370828681E-05,0.034554394061074,0.0435734721664263,0.044264659248712,0.0435734721664263,-4.5204061103133300,0.0406971834718835,0.020448916756129,13.4810501088655,0.0001120398535336,0.00520275444893455,-1.97843525259643,104114,2.28376667073845,15,0,0,9.20485370828681E-05,0.0435734721664263,473.374955727961,8.88683957095745
118,122,184,184,184,Q13895,BYSL,BYST_HUMAN,"apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA binding [GO:0003723]; cell adhesion [GO:0007155]; cell proliferation [GO:0008283]; female pregnancy [GO:0007565]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; trophectodermal cell differentiation [GO:0001829]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17381424}. Nucleus, nucleolus {ECO:0000269|PubMed:17381424}. Note=Associated with 40S ribosomal subunits.",Bystin,GO:0000462; GO:0001829; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0007155; GO:0007565; GO:0008283; GO:0016020; GO:0043231; GO:0045177,2.63102129302489E-05,6.93716872172458E-05,8.20939472372235E-05,0.0640883870123604,0.0764371509922254,0.0837837729089922,0.0764371509922254,-3.7095821833848700,0.0747105116887311,0.0374145144601605,13.4716806022188,0.00011236836994678,0.00520275444893455,-1.98203132533927,49601,2.28376667073845,6,0,0,6.93716872172458E-05,0.0764371509922254,1101.84938637651,10.1057113176657
119,123,188,188,188,P26378,ELAVL4,ELAV4_HUMAN,AU-rich element binding [GO:0017091]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA processing [GO:0006396],NA,ELAV-like protein 4 (Hu-antigen D) (HuD) (Paraneoplastic encephalomyelitis antigen HuD),GO:0003723; GO:0003730; GO:0006396; GO:0006397; GO:0017091,1E-07,4.82261814132281E-05,1E-07,0.0651288383139016,0.0519689444370659,0.0671286707875152,0.0651288383139016,-3.9405596958461000,0.0613926757856898,0.030712479953316,13.3778948371916,0.00011572279474061,0.00520827084822247,-2.01815886550635,41770,2.28330643902706,5,2,0,1E-07,0.0651288383139016,651288.383139016,19.3129369683654
120,124,190,190,190,Q86Y79,PTRH1,PTH_HUMAN,aminoacyl-tRNA hydrolase activity [GO:0004045]; RNA binding [GO:0003723],NA,Probable peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),GO:0003723; GO:0004045,0.00012183710639809,0.00010300317883813,0.0102041985337707,0.0699286733049071,0.0592878063445754,0.0698008933667386,0.0698008933667386,-3.8406106884756800,0.062862778065738,0.0349077353058713,13.3664977652661,0.00011613876453649,0.00520827084822247,-2.02256561433742,22937,2.28330643902706,4,0,0,0.00012183710639809,0.0698008933667386,572.903407100555,9.16214810738854
121,125,191,191,191,Q96S55,WRNIP1,WRIP1_HUMAN,membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; innate immune response [GO:0045087]; regulation of DNA-dependent DNA replication initiation [GO:0030174],"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18842586}. Cytoplasm {ECO:0000269|PubMed:29053956}. Note=Colocalizes with WRN in granular structures in the nucleus. {ECO:0000269|PubMed:18842586, ECO:0000269|PubMed:29053956}.",ATPase WRNIP1 (EC 3.6.1.3) (Werner helicase-interacting protein 1),GO:0000731; GO:0003677; GO:0005524; GO:0005634; GO:0006260; GO:0016020; GO:0016887; GO:0030174; GO:0042802; GO:0045087; GO:0046872; GO:0048471,0.00033238318972098,0.00042024309462495,0.0016231156265449,0.0493000008360739,0.0523457028919994,0.0403950701419512,0.0493000008360739,-4.3422685187050100,0.0465550106530446,0.0240694192968192,13.3644803973428,0.00011621258551524,0.00520827084822247,-2.02334601524706,72133,2.28330643902706,5,0,0,0.00042024309462495,0.0493000008360739,117.313053960047,6.87421974734894
122,126,192,192,192,Q9UQ35,SRRM2,SRRM2_HUMAN,"Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U2-type catalytic step 2 spliceosome [GO:0071007]; C2H2 zinc finger domain binding [GO:0070742]; protein N-terminus binding [GO:0047485]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]",SUBCELLULAR LOCATION: Nucleus speckle.,Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803),GO:0000398; GO:0003723; GO:0005634; GO:0005654; GO:0015030; GO:0016607; GO:0047485; GO:0070742; GO:0071007; GO:0071013,1.19390649027948E-05,1E-07,1E-07,0.027318968211472,0.0222905417756487,0.0291445194670609,0.027318968211472,-5.193953193127040,0.0262472967964263,0.0131276947531807,13.2707687612157,0.00011970617461251,0.00533690028480789,-2.05972180937036,299615,2.27271091152324,25,2,0,1E-07,0.027318968211472,273189.68211472,18.0595434710845
123,127,193,193,193,Q92879,CELF1,CELF1_HUMAN,"cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; BRE binding [GO:0042835]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]; translation repressor activity, mRNA regulatory element binding [GO:0000900]; embryo development ending in birth or egg hatching [GO:0009792]; germ cell development [GO:0007281]; mRNA processing [GO:0006397]; mRNA splice site selection [GO:0006376]; regulation of RNA splicing [GO:0043484]; RNA interference [GO:0016246]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8948631}. Cytoplasm {ECO:0000269|PubMed:8948631}. Note=RNA-binding activity is detected in both nuclear and cytoplasmic compartments.,CUGBP Elav-like family member 1 (CELF-1) (50 kDa nuclear polyadenylated RNA-binding protein) (Bruno-like protein 2) (CUG triplet repeat RNA-binding protein 1) (CUG-BP1) (CUG-BP- and ETR-3-like factor 1) (Deadenylation factor CUG-BP) (Embryo deadenylation element-binding protein homolog) (EDEN-BP homolog) (RNA-binding protein BRUNOL-2),GO:0000900; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0006376; GO:0006397; GO:0007281; GO:0009792; GO:0016020; GO:0016246; GO:0036002; GO:0042835; GO:0043484; GO:1990904,1E-07,1E-07,1E-07,0.0263934740963336,0.0320985011165938,0.0249712684642931,0.0263934740963336,-5.2436749288537800,0.0278209812257402,0.0139105906128701,13.2368941720344,0.00012100068831905,0.00536666265290719,-2.07293105300536,52063,2.27029570349916,7,3,0,1E-07,0.0263934740963336,263934.740963336,18.0098217353578
124,128,194,194,194,Q92616,GCN1,GCN1_HUMAN,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; polysome [GO:0005844]; ribosome [GO:0005840]; cadherin binding [GO:0045296]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation factor activity, RNA binding [GO:0008135]; cellular response to amino acid starvation [GO:0034198]; cellular response to leucine starvation [GO:1990253]; positive regulation of kinase activity [GO:0033674]; positive regulation of transcription from RNA polymerase II promoter in response to stress [GO:0036003]; regulation of translation [GO:0006417]",SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:E9PVA8}. Note=Associates with ribosomes in undifferentiated neuroblastoma cells and increases after neuronal differentiation. {ECO:0000250|UniProtKB:E9PVA8}.,eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1),GO:0003723; GO:0005737; GO:0005829; GO:0005840; GO:0005844; GO:0006417; GO:0008135; GO:0016020; GO:0019887; GO:0019901; GO:0033674; GO:0034198; GO:0036003; GO:0043022; GO:0045296; GO:1990253,0.00010066554348009,8.65091541590641E-05,8.21662875678662E-05,0.00033826028888686,0.00032186447823402,0.00032605252570749,0.00032605252570749,-11.58260798419250000,0.00023894543587378,0.00020925304633923,13.1662600832223,0.00012375571454223,0.00546056142516244,-2.10057833520808,292758,2.26276270320821,68,0,0,8.65091541590641E-05,0.00032605252570749,3.76899449401595,1.91417968742422
125,129,195,195,195,Q9ULH0,KIDINS220,KDIS_HUMAN,cytosol [GO:0005829]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; membrane [GO:0016020]; protein-containing complex [GO:0032991]; PDZ domain binding [GO:0030165]; protein kinase regulator activity [GO:0019887]; activation of MAPKK activity [GO:0000186]; cellular response to nerve growth factor stimulus [GO:1990090]; dendrite morphogenesis [GO:0048813]; in utero embryonic development [GO:0001701]; nerve growth factor signaling pathway [GO:0038180]; positive regulation of neuron projection development [GO:0010976]; regulation of protein kinase activity [GO:0045859],SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Late endosome {ECO:0000250}. Note=Localized at late endosome before or after nerve growth factor (NGF) stimulation.,Kinase D-interacting substrate of 220 kDa (Ankyrin repeat-rich membrane-spanning protein),GO:0000186; GO:0001701; GO:0005770; GO:0005829; GO:0010976; GO:0016020; GO:0016021; GO:0019887; GO:0030165; GO:0032991; GO:0038180; GO:0045859; GO:0048813; GO:1990090,1E-07,2.6282160019403E-05,1E-07,0.00049391322881897,0.00041970631512828,0.00052714476584578,0.00049391322881897,-10.98345476961840000,0.00047142738325788,0.00024454107830207,13.135469265689,0.00012498077037312,0.00548633535586619,-2.11267454864348,196542,2.26071764938355,35,2,0,1E-07,0.00049391322881897,4939.1322881897,12.2700418945931
126,130,197,197,197,Q9Y2H5,PLEKHA6,PKHA6_HUMAN,NA,NA,Pleckstrin homology domain-containing family A member 6 (PH domain-containing family A member 6) (Phosphoinositol 3-phosphate-binding protein 3) (PEPP-3),NA,1E-07,3.48140397027661E-06,1E-07,0.105993382404252,0.101440450144453,0.0812034489163771,0.101440450144453,-3.301295042289030,0.0962112000203707,0.0481068271448421,13.0851918460312,0.00012701330916795,0.00551895394151128,-2.13248420941087,117128,2.25814323032882,15,2,0,1E-07,0.101440450144453,1014404.50144453,19.9522016219225
